spring_constant,launch_angle,x0,time_to_target,final_vy
18423201.16021819,63.6028126283654,-4765.532852885344,39.298704345837464,-116.45617797064054
14761618.125704449,68.05552092592957,-3526.8924894703505,35.95008161941698,-94.31699306853159
13068529.172664981,66.48309447023084,-3069.4526341374417,29.375849365849653,-45.23513775284215
14705390.692643486,68.00626231568872,-3512.5625019146137,35.72913559913789,-92.71419723165431
25240455.732937325,68.33899360172678,-5366.832445991972,50.88455366134615,-178.4397059250539
13022092.1333806,66.75375994067974,-3056.0862591243194,29.64432449511031,-47.50769962966678
14770486.028776716,68.06327260854435,-3529.1475574648134,35.984951600199196,-94.56956881981176
13131443.95152854,66.54508453453654,-3087.486371706095,29.61830656263152,-47.08434909235595
13113934.680737201,66.52786249012912,-3082.4762489917903,29.550824183741234,-46.56987834463744
13020256.830637477,66.43532896028563,-3055.557009397693,29.18985936238507,-43.81517754602799
19503749.816743195,63.13770207657959,-5046.317750448766,40.55472271463483,-124.13755549374982
13121314.498990458,66.53512404975586,-3084.5887336635583,29.5792660929243,-46.78673357610849
12976785.232239107,66.39216199675917,-3042.9991632236206,29.022391869439645,-42.53560528483209
12942686.752916696,66.35820114803796,-3033.1194987918057,28.891047967688024,-41.53138102180412
16742959.362650024,57.75559038907009,-4412.845476105979,29.59013046489169,-49.58034388566744
13106237.875088288,66.52028466793385,-3080.2717593152265,29.521161524658186,-46.343684005167965
13128004.228380386,66.5417030506716,-3086.5026528908916,29.60504915178689,-46.98329074574869
14645388.138722531,67.95348830089253,-3497.209836226361,35.49363237945988,-91.00130488158231
16293272.985148419,61.73184871143635,-4320.063641639169,33.65516220433133,-79.23834882776798
14629080.626853669,67.93910799418693,-3493.0264129602247,35.429675421563374,-90.53533873822218
19592241.77065294,62.89414081322028,-5080.108082162358,40.48294668384933,-123.73298057793112
13164771.202517373,64.27618331036786,-3015.587023332867,25.90675833884332,-15.85617906308632
13116477.344410418,66.41503422167281,-3079.124530160211,29.36610557704722,-45.026085976491196
13131909.971568957,64.24392418886914,-3006.2024140762255,25.79841799418118,-15.036472609244143
13106237.875088288,66.47672280916441,-3080.2717593152265,29.459714418226113,-45.84478195238552
14770486.028776716,68.06584562203267,-3529.1475574648134,35.98980668387676,-94.60754613858494
13126674.363810264,64.23877705784923,-3004.705044923858,25.781153983710688,-14.90583164580098
13224860.739383064,64.3349641381385,-3032.6871511349036,26.104793562728098,-17.353932802478823
15515540.70612147,59.57519231074414,-3982.9874101469286,28.54964174957023,-40.40167775773234
13052743.297963897,67.29950827020215,-3053.589842567912,30.38657176774235,-53.341829598467754
14626729.559269838,63.6028126283654,-3742.1353224610766,31.589624387026966,-63.7288026072355
15826393.972344175,66.89961897054275,-3884.280207118508,37.263520387900336,-103.08711045359897
13164771.202517373,64.31296232898355,-3015.587023332867,25.948083338998146,-16.18313821789155
14974756.584188739,60.46993464475918,-3780.281855974209,27.97832361128672,-35.26683576983179
13054290.494743599,67.93910799418693,-3037.390254089605,31.174305726403155,-59.5665982417103
15494392.032551033,59.12054297794701,-3927.509719797282,27.569629226942762,-32.32252270330127
14301228.412367668,65.52032021845174,-3552.88314508423,32.495392177234066,-69.85429262118222
14626729.559269838,62.411626829628226,-3742.1353224610766,30.07606396705576,-52.19757508606256
12996177.857474772,65.73892595601203,-3024.817070572346,27.919829733200967,-33.19819281543983
13198707.08778543,64.30941298871547,-3025.253980538403,26.018611402186966,-16.70222478853843
13134838.498845411,64.32843448183236,-3009.92735165151,25.930568509050243,-16.132576678811578
14626729.559269838,68.33803763851499,-3455.2462838324104,35.71817958017146,-92.45776101717611
13262122.67814165,64.37128052702822,-3069.4526341374417,26.545158086646293,-21.333860276912386
13120747.240327585,64.32843448183236,-3003.0091832810845,25.868350937930995,-15.602303738683249
13145989.069171634,64.29635393859552,-3010.2260372751907,25.88807076656263,-15.729673386082382
12967841.74972366,66.40654819678704,-3015.8444561097876,28.72783260883012,-39.7861752923929
13127102.644259468,66.47672280916441,-3080.2717593152265,29.493945669401644,-46.06230874803465
13105069.636964554,64.74260711109888,-2997.9337414136403,26.299979512276593,-19.039826270655535
13022808.948944116,65.49449245288062,-3018.2216053197844,27.50872127792487,-29.605765738737418
13110366.773725644,64.6189991461111,-2999.594990165703,26.170578822490196,-18.005208748435642
13180998.31309579,64.29208340781199,-3020.2125740212723,25.960246879655593,-16.26079142221087
15414691.643004406,59.64145099843096,-3950.7725886710355,28.36664074347574,-38.94419592843954
12946646.473898686,65.6537142383815,-3009.208004403348,27.67742269482802,-31.300003877806166
13051396.599025564,66.41540736036958,-3062.7313646494777,29.21757993222335,-43.95547550180899
15437834.434893155,59.23340884599335,-3907.1602889113856,27.539193128398548,-32.003527435309636
13523516.948103942,63.02951878054895,-3128.7855901039966,25.43719409076024,-12.06194124686868
13534768.524237309,62.946872084956475,-3131.908404665738,25.373516986749923,-11.560876572966864
13582054.670685988,62.89246961725878,-3145.004102196439,25.410904772515906,-11.808897732936819
13130223.74904277,64.35191508961151,-3005.2161052243546,25.910280532997895,-15.914101739587334
13288366.965356551,64.6189991461111,-3122.1114693161403,27.352322476409192,-28.44489910325258
13367666.124002315,64.21974047928293,-3135.9592380746235,26.981454392239897,-25.289987701995706
13515232.409543494,63.27684652424192,-3126.0954839204333,25.677692919310992,-13.923839734264334
15616585.06489455,58.46449277684818,-3927.3407531848497,26.851014252721054,-26.560872554819284
13628648.160714483,62.99256509124132,-3173.8591482544725,25.770912153249927,-14.86228021438588
13315872.314387765,63.60792632850704,-3062.9645472851944,25.545117647117998,-12.9398598212011
13594082.280225104,62.74529031975186,-3148.615820191708,25.285499530645332,-10.840397345211283
14830103.541414721,60.11902147819083,-3659.7929146281786,26.607243837296494,-23.662274000180055
13309382.24649774,63.68381909141786,-3060.8363520377743,25.610203653214363,-13.449314676157863
13237744.610559564,64.41524010513797,-3079.9219094866057,26.696074220646093,-22.815041388931828
15179395.620663527,59.28949727858706,-3761.8726165893822,26.475866476678824,-22.834592010516193
14476187.023629516,60.83319313410438,-3517.3044609248836,26.250709225703773,-20.194414888169522
13023476.665286804,66.57662958767133,-3042.563596342976,29.22871947363963,-43.91875747446675
13178752.38406555,64.23340959946108,-3018.397939762477,25.876905075348535,-15.58238952684028
13075933.671746934,65.72861646788763,-3061.661320002167,28.256493951282295,-36.00732437135052
13276648.785984013,63.878466755775165,-3049.4572139809625,25.7302725966446,-14.382842347769307
14001363.89241906,61.65106506161921,-3283.5354981512446,25.19192647633263,-10.339008678815883
13663780.007057067,62.858943855554195,-3181.4540491423295,25.67825466360212,-14.075473779159662
13892292.815273982,62.038868437989116,-3251.493482852839,25.350755328683096,-11.552248014560076
14138079.823425341,61.39340570335092,-3324.8518604768706,25.23041468500749,-10.645666547544964
13277504.54638695,63.7964948048941,-3053.3734563264507,25.681267579912873,-14.06784420921451
13679950.10032252,62.680856782682596,-3080.2717593152265,24.465135737650325,-2.57832408650658
14335183.777138142,60.831416894309804,-3285.2268222007015,24.174019676769902,-0.7015394143524675
14120447.591659335,61.42035746851618,-3222.587236623447,24.29175808751509,-1.5252746075933659
14213813.675228762,61.160573572266124,-3249.0066652496735,24.228761950260527,-1.0543126851498057
13689295.931949232,62.60256229208532,-3145.895787840719,25.034757242268974,-8.251218861143585
14301779.267400516,61.02496629513129,-3343.338147937874,24.924710737642382,-7.747776556657195
14234489.648191053,61.04520957252014,-3276.5416201761036,24.36561034511149,-2.5550990822509396
13461111.155421637,63.26110273177902,-3097.3962814917095,25.41063739966989,-11.632532712843284
14411631.576946327,60.71451340628436,-3366.5475270320317,24.76684568952457,-6.411111192027974
14340766.159974895,60.75412557328002,-3286.68878018288,24.11320658442358,-0.2534182104539748
14301779.267400516,60.82162120653351,-3343.338147937874,24.733900691327122,-6.3413614270154675
14435674.965350857,60.66179073912943,-3306.696979066735,24.143832817969706,-0.3365097006170243
14342873.009189121,60.80470672937194,-3288.2531289318986,24.172083395003593,-0.7077706676510811
14237702.731953586,61.17625344516863,-3252.8969732700757,24.261743046163428,-1.2342556872277584
13612183.37421041,62.7454241299035,-3151.2117509728823,25.29692420168098,-10.864723549210298
14218091.818331743,61.14681776630917,-3250.2819768820646,24.224804314200025,-1.0265385251238128
13750627.448052138,62.635574888227126,-3187.4814887577904,25.435411997956223,-11.779706766672803
13784256.67359653,62.37131437995681,-3129.9516917207884,24.56931379368687,-3.7537570569562666
14322175.850562904,60.73738249385476,-3288.2531289318986,24.12661249814505,-0.505826786919099
14389169.694582978,60.701564300005955,-3299.3412675746395,24.146604713777197,-0.4818611887111043
13847647.4668156,62.06412192980554,-3217.7055282568854,25.07966950577786,-9.07762835244929
13761849.966353314,62.30906847474486,-3211.2664829043424,25.33085750629927,-11.396850650497914
13943522.45624555,61.83331596035096,-3201.7919032292457,24.622206118357944,-4.673331501366658
13374541.580256863,63.45117462806687,-3083.6378188309027,25.542810581587155,-12.94658124675917
13064458.899110805,64.27165393159426,-2925.5378227358797,25.024187923125247,-7.814941433374488
14166331.977973616,61.21225762341406,-3236.450373358827,24.194319319354904,-0.8188361477799627
14389169.694582978,60.701564300005955,-3299.221075484257,24.145490025226525,-0.47093586755373307
13916930.45548166,61.95089904735551,-3221.553861475488,24.950118306291923,-7.73816959720887
13849354.58414029,62.06412192980554,-3217.7055282568854,25.078294656787378,-9.056332263069498
13945994.529725417,61.85095649126488,-3176.090142616468,24.3881984098885,-2.3379535396168203
14338460.91833479,60.66078626175245,-3303.5302777585903,24.186817588540784,-1.1943181180611129
13327109.424783422,63.55667259135912,-3062.668888329757,25.477548276982844,-12.33385305800221
13691108.388710791,62.593311521217494,-3167.39570384357,25.239255327214867,-10.247378564981286
13447258.839204356,63.304387232788315,-3094.4033896695537,25.437096503087584,-11.867801788656203
13432905.80144174,63.37636785043795,-3080.046826973338,25.377093805125494,-11.210014944631398
13631602.140017094,62.69098126362492,-3154.9157449121967,25.262430280897874,-10.55089442776844
13582028.304546772,62.81473931272272,-3141.2353195624464,25.292301090088092,-10.820211255628891
14338599.819461402,60.66641079788777,-3302.515425493909,24.182386621722685,-1.13768334522905
14322175.850562904,60.744920164122306,-3288.2531289318986,24.133440051403742,-0.5558558532360618
14176470.69123035,61.18547539320414,-3239.50024147291,24.190607530253846,-0.79537668766398
14550917.030085126,60.2675340475127,-3444.892400811487,24.973981026930062,-8.813738977187343
14212624.432861825,61.2650239607993,-3231.140075804066,24.157682602712665,-0.13241381358159277
13921308.338985275,61.920572324086145,-3169.070449665773,24.40616574176681,-2.4786275680295584
13937898.081067815,61.919617911372384,-3194.739862498409,24.641592221802476,-4.703072113059987
13943522.45624555,61.83331596035096,-3263.550972941382,25.22316236385707,-10.51704829053125
14131704.253131248,61.30124121529061,-3229.474089271213,24.23735919995277,-1.202552464911483
13230465.371384444,64.08614668009005,-3044.5972920039285,25.947845796370082,-16.300041515502787
14102327.780499382,61.347003006845554,-3302.515425493909,24.999638892577586,-8.670064410379327
13916930.45548166,61.95089904735551,-3238.4121630696345,25.11498164722005,-9.339687973050719
14192107.339766292,61.2650239607993,-3244.0148461972913,24.295116669541734,-1.5722497796756434
14297133.68850246,60.80165822352125,-3275.3554700826053,24.083795170968397,-0.054838570948648656
13998463.327894801,61.59624320802454,-3255.645892747909,24.871101220918653,-7.35530312826906
13822596.19000305,62.205675771501554,-3219.4012201055366,25.25787965056844,-10.623529454029114
14116200.599081587,61.45910033662147,-3295.5549417762463,25.029862317207744,-8.657015236450132
14149062.354552245,61.318739161779135,-3229.474089271213,24.240329319178986,-1.1138341723587144
13197216.745100357,64.23340959946108,-3018.397939762477,25.860976638725433,-15.337292872238162
13584395.877864745,62.79976232952103,-3133.9685014516062,25.20146666175376,-9.95899067952307
14292988.300024351,60.81491341261482,-3274.126571034926,24.08750112608801,-0.0802144497987908
13800389.678717706,62.34261919255262,-3129.8578555828753,24.52740551916141,-3.3290726304249563
14261754.104055835,60.951220039261216,-3314.6925257958173,24.616373627421343,-5.088625079285086
13663879.717873627,62.748212051123566,-3060.2220283943193,24.3446332292171,-1.3346810035858114
14338599.819461402,60.94341419419333,-3302.515425493909,24.435798890317013,-2.9982469399445124
14336954.79843155,60.66591303366686,-3302.50490826083,24.183082900091915,-1.152990629161809
13178743.090427812,64.29266358219934,-3024.0506770147285,26.004092464082092,-16.693595088508083
13635955.334789481,62.73005070641884,-3088.5888649487524,24.632440845875852,-4.320117042748087
14299055.979142433,60.89214696918713,-3283.5181919840097,24.240902136869895,-1.3835623358385483
14389169.694582978,60.701564300005955,-3346.576409479613,24.585770147843416,-4.775499470610901
13874938.053362202,62.11968415125804,-3139.251133457721,24.343898525964196,-1.6588581975242083
14255098.234913988,61.04593910603192,-3348.698429940353,25.031796458698654,-8.950852424658654
13730146.64210208,62.424549444024265,-3119.9242082415294,24.56562559862328,-3.8610292834607924
14246516.122359106,60.92161097035195,-3269.888040850403,24.180304849885673,-0.9615246489182686
14386786.405853322,60.73336420543977,-3346.82124605942,24.619214669891765,-5.041226646811419
13827034.217547879,62.06674942128972,-3192.6519107694457,24.852796760747545,-6.962959292750645
14309980.795707762,60.74603882535936,-3286.5326068323648,24.127676721246,-0.5516765297619621
14389169.694582978,60.59804120840019,-3304.202054100024,24.09818878186683,-0.2400504736445406
13577356.099928552,63.165085379418755,-3165.8669442275796,25.915695410933054,-16.15073582652905
13757709.312526522,62.34261919255262,-3129.8578555828753,24.56125600441904,-3.861157650702596
13562954.862732701,62.99256509124132,-3173.8591482544725,25.82600947630971,-15.705814601988084
13732668.82498186,62.23655623850532,-3097.1384291309855,24.15608795084992,-0.24057366953527398
13591494.911714485,62.783138574778256,-3142.857006093175,25.268364233472884,-10.608329934056373
14201221.18922466,61.15154517069588,-3251.364116208837,24.252261079402054,-1.3616000078886097
14301779.267400516,60.82162120653351,-3342.0049092492877,24.721393466595817,-6.219592940383927
13756199.379150108,62.48884392383752,-3081.6922221068608,24.230047050282316,-0.31807789593588287
13945589.629264178,61.863183208152144,-3225.6602708124965,24.88146873203772,-7.125473072312177
14285888.751505803,60.80965386027276,-3273.766266882208,24.084743280831802,-0.09693478084700731
14101814.862424845,61.34425647713638,-3215.5920251803973,24.168580150580535,-0.5710863093083399
14343264.745867409,60.75140802574808,-3287.4516381195435,24.1159495389805,-0.27518454392261554
14115461.193618134,61.32075322041648,-3311.95612616335,25.054449836490353,-9.199619181015965
14241520.989583595,61.01319236594357,-3339.6287386131967,24.92550545011358,-8.051528368977724
14212624.432861825,61.2650239607993,-3264.9791819775537,24.47800070328494,-3.2675974065623588
13218393.83708856,63.92543920748699,-3023.205648981424,25.553977576841003,-12.87176083348923
13717150.118677642,62.48917740519807,-3094.15344630083,24.384382957573596,-2.0145562080861
13593724.22471959,62.80109648989195,-3125.2529074731533,25.10715934122126,-8.996252736130064
13756199.379150108,62.49387337269327,-3081.6922221068608,24.23495427732175,-0.3555362194233715
14213064.779723264,61.164215318838004,-3242.5348284336997,24.171685931954137,-0.49043078790946676
14270179.088809209,61.00831615270062,-3340.8920447289593,24.91047037382341,-7.787581101056242
13623447.646548335,62.88538048101943,-3137.435965270375,25.2926262545702,-10.4801979176632
14171840.212861389,61.22280811056841,-3317.194567247938,24.96619276872385,-8.300956468501383
14179783.837424777,61.17345449328532,-3240.4055435155997,24.185515219947618,-0.7569424250870865
14179783.837424777,61.17345449328532,-3240.4055435155997,24.185515219947618,-0.7569424250870865
14206691.375865642,61.20101624855061,-3249.0066652496735,24.271665379296063,-1.4174779616573387
14179535.125376122,61.18547539320414,-3239.50024147291,24.188266866556848,-0.7584841800235365
14138079.823425341,61.39340570335092,-3286.65556060547,24.86410910853111,-7.089295954142026
14006569.432952613,61.668069898101194,-3193.391512605955,24.333819658680557,-1.9208000557781166
13353308.098921278,63.610703360817716,-3060.2220283943193,25.487852066251556,-12.197313364039987
13848824.20914286,62.115530526585275,-3145.2293684503275,24.418755001751673,-2.522619463333938
14301308.9667071,60.78729296334359,-3281.7523355561384,24.127162144210935,-0.49331894300584966
13631646.609048206,62.69618108802354,-3143.904796486163,25.156887406572572,-9.516027525771865
14300686.790026996,60.79029997464127,-3276.4085023051853,24.08062192860335,-0.033128227985368526
14363650.092779655,60.79029997464127,-3314.718451349514,24.389789183324996,-2.777570382970435
13800389.678717706,62.18207402978523,-3200.174218859625,25.06228359489636,-8.879416626879852
14179783.837424777,61.17345449328532,-3233.8638639717346,24.123817678200936,-0.1522099867113148
13717150.118677642,62.48917740519807,-3163.144999480921,25.06996073785798,-8.698721536012542
14106880.518418793,61.52120347467107,-3276.5473221091634,24.91444374502899,-7.443076008630963
13900870.334353082,61.98782426370403,-3163.144999480921,24.429269371859917,-2.6553628868109582
14240123.988602467,61.053790603297465,-3254.984694754017,24.16656399336103,-0.5620771174401628
13916930.45548166,61.95089904735551,-3195.4130014603325,24.695058088906524,-5.254832118670655
14216351.97856744,61.11987428841522,-3245.843996114083,24.15947992966462,-0.45399740250791737
13849354.58414029,62.02950929431243,-3217.7055282568854,25.04402925802692,-8.797135298241122
14695041.11355346,59.8274229906896,-3409.6852812960165,24.149349560370357,-1.1505298292034591
13672368.644020302,62.56628605306977,-3143.542535410188,24.988324609674294,-7.95586812283209
14285888.751505803,60.80965386027276,-3297.5602328672135,24.30661834947958,-2.2698126702916257
13950653.035385936,61.746530374373975,-3231.5116673160246,24.82085632753299,-6.76276384068208
13910003.397549372,61.82499498324055,-3155.8113395239257,24.19544226541497,-0.6745613682192249
14267920.790442562,60.961594391794975,-3317.5218151291224,24.64790903087115,-5.345354115644617
14213813.675228762,61.160573572266124,-3310.79488020987,24.813305721322,-6.761235839677087
14389799.290194375,60.722433011453816,-3347.4273898100096,24.612468766004067,-4.986445893310924
13916930.45548166,61.95089904735551,-3202.3458042711472,24.76263383186713,-5.913434834399051
14402022.901248598,60.582872151913605,-3366.5475270320317,24.652592382631834,-5.6351792487335475
13800389.678717706,62.34261919255262,-3259.7469754991635,25.816643640364628,-15.840025581017676
14251284.75708781,61.11987428841522,-3245.843996114083,24.132938940566742,-0.035269302704067106
14385746.158218458,60.64664008151631,-3311.4068250123355,24.21132038558858,-1.2545182278797415
13903939.439127551,61.979818154717854,-3242.5348284336997,25.194465935756703,-10.109341210597613
14288750.73841668,60.80165822352125,-3275.3554700826053,24.09013062304885,-0.15473557595413898
14161546.963572761,61.153474892304196,-3236.3232378173443,24.142510850158555,-0.46276370276301765
13753986.639592199,62.24604200924684,-3123.2506087117185,24.40474913632027,-2.5541875211573326
14351411.445773374,60.64433340953455,-3344.9123463589312,24.546553204737105,-4.689058981705143
13739750.959783101,62.52435422590694,-3080.404072919662,24.2649291887383,-0.6630353133101701
14161546.963572761,61.153474892304196,-3236.3232378173443,24.142510850158555,-0.46276370276301765
13522364.791353088,63.03117863586061,-3027.1001952076895,24.407088977550455,-2.03792408631067
13955571.639637873,61.7576284127631,-3212.2445348056026,24.64105202690695,-4.964344977123973
13800389.678717706,62.34261919255262,-3260.666156913478,25.825830685894946,-15.928559390368308
13565102.256865472,62.752217778229195,-3105.3668429495874,24.880436194912967,-7.030215012759345
13854092.56479933,62.17331693699262,-3145.841265926302,24.476665899960913,-2.9407257983697295
13707005.424179224,62.431882674265395,-3082.8496618171903,24.224674176004658,-0.6200114755433183
14333045.280227505,60.725910817762255,-3289.315368183534,24.117889593554796,-0.397225614542825
14436852.700620009,60.41999847421751,-3322.041685496378,24.067332744411182,-0.1270186112684083
14405193.87792113,60.56802750778504,-3362.4911725087936,24.598845540601882,-5.130575553055681
13939368.44624086,61.866183361522914,-3178.8113265142256,24.43430965477434,-2.7868491547213035
14309980.795707762,60.74603882535936,-3319.806464073883,24.437587433846097,-3.5835960578803685
14213813.675228762,61.160573572266124,-3333.0353837397456,25.024646263564136,-8.815454396252163
14025035.389512109,61.47759847754728,-3199.313273554829,24.196980290505454,-0.9105043447152354
14366686.729615023,60.66639449830401,-3351.541928116698,24.61687459669619,-5.2573698743073605
14393159.367573401,60.58312163787991,-3305.696974069072,24.095588977709184,-0.23034536158250007
14675371.791941646,59.951210962654955,-3388.7715535149987,24.083529310353143,-0.30607550383688675
14021755.84677934,61.486144821277904,-3198.3215194032937,24.198036097990908,-0.9173156408769192
14436852.700620009,60.41999847421751,-3322.041685496378,24.067332744411182,-0.1270186112684083
14436853.033040829,60.41999847421751,-3322.041685496378,24.0673324955531,-0.12701469325252585
14436852.700620009,60.41999848421751,-3322.041685496378,24.06733275333318,-0.12701867610978562
14436852.700620009,60.41999847421751,-3322.0416855063777,24.067332744503076,-0.12701861216945132
14436852.700620009,60.41999847421751,-3322.041685496378,24.067332744411182,-0.1270186112684083
14436853.033040829,60.41999847421751,-3322.041685496378,24.0673324955531,-0.12701469325252585
14436852.700620009,60.41999848421751,-3322.041685496378,24.06733275333318,-0.12701867610978562
14436852.700620009,60.41999847421751,-3322.0416855063777,24.067332744503076,-0.12701861216945132
